"tier","id","wallet","name","tierV2","badges","streaming","portal_link"
"Platinum","51864","0x337e4254c320b466e7c5ef98553eebe821b3962b","AnoopWeb3","10","12","yes","https://portal.abs.xyz/profile/0x337e4254c320b466e7c5ef98553eebe821b3962b"
"Platinum","52058","0x48ee44d5ebc1018e633eb35248e3e45f80517b88","Toru","12","39","yes","https://portal.abs.xyz/profile/0x48ee44d5ebc1018e633eb35248e3e45f80517b88"
"Platinum","52181","0xcb48b3d5a1d189ad49277b086d58908c5998024c","AndreMBZ","10","29","no","https://portal.abs.xyz/profile/0xcb48b3d5a1d189ad49277b086d58908c5998024c"
"Platinum","52227","0x33c0a4db544d514a2bae70cbfba82cc939a82f0f","Khamul","10","22","no","https://portal.abs.xyz/profile/0x33c0a4db544d514a2bae70cbfba82cc939a82f0f"
"Platinum","52265","0x2363551a76bee4672efb16e2caf037e949fd9543","ClassicDelight","10","29","no","https://portal.abs.xyz/profile/0x2363551a76bee4672efb16e2caf037e949fd9543"
"Platinum","53262","0xf2cd40123052aae1867c45eb2e6dfaa23e597a94","softpudgyhappypudgy","10","35","no","https://portal.abs.xyz/profile/0xf2cd40123052aae1867c45eb2e6dfaa23e597a94"
"Platinum","53498","0xe55e5c53e8176c4e51da778b11b33945a64da5a6","jstealth10","10","29","yes","https://portal.abs.xyz/profile/0xe55e5c53e8176c4e51da778b11b33945a64da5a6"
"Platinum","53611","0x488755d7533fd627e7382a5d98a73a5b68b6d411","bababa","10","28","no","https://portal.abs.xyz/profile/0x488755d7533fd627e7382a5d98a73a5b68b6d411"
"Platinum","53755","0xb0cd4c271a628c7a2942bceaa5c4cb6763b48612","Hammer","10","8","no","https://portal.abs.xyz/profile/0xb0cd4c271a628c7a2942bceaa5c4cb6763b48612"
"Platinum","53868","0x0e02dd741336beb8eba246fe7059d6b350987417","Arsonic","11","14","no","https://portal.abs.xyz/profile/0x0e02dd741336beb8eba246fe7059d6b350987417"
"Platinum","53978","0xa1ca3556ac230e76f20a3e89160eb38800dbe722","SkeddaYoden","10","29","no","https://portal.abs.xyz/profile/0xa1ca3556ac230e76f20a3e89160eb38800dbe722"
"Platinum","54052","0x7fb2079bff9ce763338a9e6a2ff8a769374ab0aa","skipn","11","38","yes","https://portal.abs.xyz/profile/0x7fb2079bff9ce763338a9e6a2ff8a769374ab0aa"
"Platinum","54083","0xb38d13b128391abf8785fc8ea9a322eef3d167d8","cloyabs","11","32","no","https://portal.abs.xyz/profile/0xb38d13b128391abf8785fc8ea9a322eef3d167d8"
"Platinum","54704","0x67bdd6121207181db6deca28676202d5378cb5d8","Overboard","10","16","yes","https://portal.abs.xyz/profile/0x67bdd6121207181db6deca28676202d5378cb5d8"
"Platinum","54829","0x88786f8bb4b01b3b72f75199cff44b6b9b42792b","abhaygupta","11","37","yes","https://portal.abs.xyz/profile/0x88786f8bb4b01b3b72f75199cff44b6b9b42792b"
"Platinum","54875","0x4e74a1b88740cb94b4dcdf9ce947be1e9998e175","pedroet","10","19","no","https://portal.abs.xyz/profile/0x4e74a1b88740cb94b4dcdf9ce947be1e9998e175"
"Platinum","55119","0x0e03015223260d46a42f589d86145d40823db0a5","cryptodago","10","32","no","https://portal.abs.xyz/profile/0x0e03015223260d46a42f589d86145d40823db0a5"
"Platinum","55120","0x5f018c6e9b3b0d9c23e144bc5b2f4d82fc9b3650","JJBang","11","24","yes","https://portal.abs.xyz/profile/0x5f018c6e9b3b0d9c23e144bc5b2f4d82fc9b3650"
