"tier","id","wallet","name","tierV2","badges","streaming","portal_link"
"Gold","1847003","0xe8fc35e8cd1961736e535e0ade92c1567c02eb43","0xe8fc35e8cd1961736e535e0ade92c1567c02eb43","7","12","yes","https://portal.abs.xyz/profile/0xe8fc35e8cd1961736e535e0ade92c1567c02eb43"
"Gold","1847025","0x4b361849ec427536c3dccff6a86f3837bab986be","0x4b361849ec427536c3dccff6a86f3837bab986be","7","12","yes","https://portal.abs.xyz/profile/0x4b361849ec427536c3dccff6a86f3837bab986be"
"Gold","1847029","0x1be5a42d44dbd25f298eea29b0682e97e53b96b5","0x1be5a42d44dbd25f298eea29b0682e97e53b96b5","7","12","yes","https://portal.abs.xyz/profile/0x1be5a42d44dbd25f298eea29b0682e97e53b96b5"
"Gold","1847036","0xb7386a58cb4e1dbe91449f9a95d662eeeda151ab","0xb7386a58cb4e1dbe91449f9a95d662eeeda151ab","7","12","yes","https://portal.abs.xyz/profile/0xb7386a58cb4e1dbe91449f9a95d662eeeda151ab"
"Gold","1847038","0xc2ea1bda91422b9687add8f990768788c7de4395","0xc2ea1bda91422b9687add8f990768788c7de4395","7","12","yes","https://portal.abs.xyz/profile/0xc2ea1bda91422b9687add8f990768788c7de4395"
"Gold","1847040","0xd4c9e232d79ca5a9d0a154e41b129aac5259cc19","0xd4c9e232d79ca5a9d0a154e41b129aac5259cc19","7","12","yes","https://portal.abs.xyz/profile/0xd4c9e232d79ca5a9d0a154e41b129aac5259cc19"
"Gold","1847043","0xb28b1b85aa42897ae60707335b0aeeac71138377","0xb28b1b85aa42897ae60707335b0aeeac71138377","7","12","yes","https://portal.abs.xyz/profile/0xb28b1b85aa42897ae60707335b0aeeac71138377"
"Gold","1847044","0xd6d78262e8e6a96be5fb483cb26b7f97e403f7c7","0xd6d78262e8e6a96be5fb483cb26b7f97e403f7c7","7","12","yes","https://portal.abs.xyz/profile/0xd6d78262e8e6a96be5fb483cb26b7f97e403f7c7"
"Gold","1847047","0x828921eb2f5b1d02cb7045521596cc0d957920cb","0x828921eb2f5b1d02cb7045521596cc0d957920cb","7","12","yes","https://portal.abs.xyz/profile/0x828921eb2f5b1d02cb7045521596cc0d957920cb"
"Gold","1847052","0xe7eed1eb8c943867d9af114e906e369c60b79887","0xe7eed1eb8c943867d9af114e906e369c60b79887","7","11","yes","https://portal.abs.xyz/profile/0xe7eed1eb8c943867d9af114e906e369c60b79887"
"Gold","1847168","0xf8fe63cd4cf120d3a436be430b6a7f4ecebad542","0xf8fe63cd4cf120d3a436be430b6a7f4ecebad542","7","5","no","https://portal.abs.xyz/profile/0xf8fe63cd4cf120d3a436be430b6a7f4ecebad542"
"Gold","1847428","0x36234917ba3f5be513d6bc9d6a9672805b04624d","Theo30","7","3","no","https://portal.abs.xyz/profile/0x36234917ba3f5be513d6bc9d6a9672805b04624d"
"Gold","1847511","0x757f8086a8e8d87fb4887c9611d9b4e1e8abc9c4","0x757f8086a8e8d87fb4887c9611d9b4e1e8abc9c4","7","8","yes","https://portal.abs.xyz/profile/0x757f8086a8e8d87fb4887c9611d9b4e1e8abc9c4"
"Gold","1847512","0xb77553e3303741b3844873bdbbd710f07e5fbd17","0xb77553e3303741b3844873bdbbd710f07e5fbd17","7","6","no","https://portal.abs.xyz/profile/0xb77553e3303741b3844873bdbbd710f07e5fbd17"
"Gold","1847541","0xab2ea957990d277a249b6884d01f0d486c378483","0xab2ea957990d277a249b6884d01f0d486c378483","8","2","no","https://portal.abs.xyz/profile/0xab2ea957990d277a249b6884d01f0d486c378483"
"Gold","1847583","0xf7f580abb12727c9c3456f63db9a9853b712f498","0xf7f580abb12727c9c3456f63db9a9853b712f498","7","5","no","https://portal.abs.xyz/profile/0xf7f580abb12727c9c3456f63db9a9853b712f498"
"Gold","1847597","0x49862caec16b4c9eec34495e16d22493091c60bc","0x49862caec16b4c9eec34495e16d22493091c60bc","9","5","no","https://portal.abs.xyz/profile/0x49862caec16b4c9eec34495e16d22493091c60bc"
"Gold","1847601","0x96ca912148e0d73c0cdc2fffbb40dade314cbfc7","Alpha7gen0","9","7","yes","https://portal.abs.xyz/profile/0x96ca912148e0d73c0cdc2fffbb40dade314cbfc7"
